Source_Name,Region,Asset_Type,trade_dt,Trade_Count
Source_9,Region_1,Asset_Type_3,2021-12-03,75
Source_1,Region_1,Asset_Type_3,2021-12-07,24
Source_4,Region_3,Asset_Type_1,2022-04-03,96
Source_4,Region_2,Asset_Type_2,2023-07-22,50
Source_6,Region_5,Asset_Type_3,2022-07-18,19
Source_10,Region_3,Asset_Type_3,2022-03-22,87
Source_8,Region_2,Asset_Type_1,2023-06-20,71
Source_10,Region_4,Asset_Type_2,2022-01-20,22
Source_10,Region_2,Asset_Type_3,2022-06-11,43
Source_9,Region_2,Asset_Type_1,2023-02-20,72
Source_9,Region_4,Asset_Type_3,2022-11-14,7
Source_7,Region_4,Asset_Type_1,2023-02-07,80
Source_1,Region_2,Asset_Type_2,2023-01-27,53
Source_8,Region_3,Asset_Type_2,2022-04-30,60
Source_9,Region_4,Asset_Type_3,2022-12-01,79
Source_2,Region_3,Asset_Type_3,2022-08-22,20
Source_5,Region_1,Asset_Type_2,2022-11-05,42
Source_9,Region_2,Asset_Type_1,2022-12-09,50
Source_9,Region_2,Asset_Type_2,2022-03-16,46
Source_4,Region_3,Asset_Type_1,2022-05-29,1
Source_4,Region_3,Asset_Type_3,2023-05-29,20
Source_5,Region_2,Asset_Type_3,2021-12-04,1
Source_5,Region_4,Asset_Type_2,2022-09-18,61
Source_5,Region_2,Asset_Type_2,2021-11-30,61
Source_1,Region_2,Asset_Type_2,2021-12-17,87
Source_6,Region_3,Asset_Type_3,2023-02-06,66
Source_6,Region_1,Asset_Type_1,2023-08-15,53
Source_5,Region_3,Asset_Type_1,2022-07-05,68
Source_1,Region_4,Asset_Type_3,2022-10-06,77
Source_6,Region_3,Asset_Type_3,2023-03-14,1
Source_7,Region_5,Asset_Type_3,2022-03-09,15
Source_6,Region_1,Asset_Type_3,2021-10-23,7
Source_7,Region_5,Asset_Type_1,2023-01-17,13
Source_9,Region_1,Asset_Type_3,2022-12-26,69
Source_6,Region_3,Asset_Type_2,2022-09-11,57
Source_9,Region_4,Asset_Type_2,2022-11-04,34
Source_9,Region_5,Asset_Type_2,2021-11-28,97
Source_10,Region_5,Asset_Type_3,2023-05-15,50
Source_7,Region_4,Asset_Type_3,2022-11-02,40
Source_7,Region_5,Asset_Type_3,2023-01-01,17
Source_5,Region_1,Asset_Type_3,2023-06-01,79
Source_9,Region_3,Asset_Type_1,2022-06-22,36
Source_6,Region_2,Asset_Type_1,2023-07-24,7
Source_4,Region_1,Asset_Type_3,2021-11-19,32
Source_7,Region_5,Asset_Type_3,2021-10-28,56
Source_10,Region_2,Asset_Type_1,2022-11-23,17
Source_5,Region_1,Asset_Type_1,2022-05-15,99
Source_10,Region_5,Asset_Type_2,2022-02-21,62
Source_7,Region_5,Asset_Type_1,2023-09-10,15
Source_1,Region_2,Asset_Type_3,2021-11-02,57
Source_8,Region_4,Asset_Type_3,2023-06-25,78
Source_3,Region_4,Asset_Type_2,2022-08-04,92
Source_8,Region_5,Asset_Type_3,2022-12-29,90
Source_3,Region_4,Asset_Type_1,2021-10-11,44
Source_4,Region_5,Asset_Type_1,2022-02-17,28
Source_6,Region_5,Asset_Type_1,2022-07-21,90
Source_3,Region_2,Asset_Type_3,2022-08-04,99
Source_7,Region_4,Asset_Type_1,2023-04-13,57
Source_10,Region_2,Asset_Type_3,2022-10-19,12
Source_1,Region_3,Asset_Type_3,2023-09-12,20
Source_7,Region_3,Asset_Type_2,2023-05-11,6
Source_9,Region_3,Asset_Type_3,2022-10-07,81
Source_3,Region_3,Asset_Type_2,2023-09-18,22
Source_7,Region_1,Asset_Type_3,2022-05-19,15
Source_5,Region_5,Asset_Type_2,2022-10-03,18
Source_2,Region_2,Asset_Type_1,2023-07-23,33
Source_4,Region_2,Asset_Type_1,2023-03-19,28
Source_8,Region_2,Asset_Type_2,2022-03-16,58
Source_3,Region_1,Asset_Type_3,2023-02-23,46
Source_10,Region_1,Asset_Type_1,2022-08-05,27
Source_8,Region_2,Asset_Type_3,2022-03-31,94
Source_2,Region_4,Asset_Type_3,2022-12-26,70
Source_6,Region_4,Asset_Type_1,2022-04-10,78
Source_9,Region_2,Asset_Type_3,2022-04-10,99
Source_4,Region_1,Asset_Type_3,2022-07-17,43
Source_4,Region_4,Asset_Type_3,2022-03-15,29
Source_10,Region_3,Asset_Type_3,2022-09-17,18
Source_1,Region_3,Asset_Type_3,2022-12-24,44
Source_2,Region_4,Asset_Type_2,2022-02-07,62
Source_4,Region_4,Asset_Type_1,2023-01-14,29
Source_10,Region_3,Asset_Type_1,2023-05-28,20
Source_1,Region_4,Asset_Type_1,2022-05-17,37
Source_3,Region_5,Asset_Type_1,2022-03-02,25
Source_5,Region_5,Asset_Type_3,2022-10-14,4
Source_6,Region_1,Asset_Type_2,2023-05-13,73
Source_6,Region_1,Asset_Type_2,2022-10-15,40
Source_1,Region_1,Asset_Type_2,2023-03-03,66
Source_4,Region_5,Asset_Type_1,2022-01-13,35
Source_4,Region_3,Asset_Type_2,2023-02-25,53
Source_2,Region_2,Asset_Type_2,2022-11-09,44
Source_3,Region_5,Asset_Type_3,2023-05-06,1
Source_9,Region_5,Asset_Type_1,2022-03-05,84
Source_1,Region_1,Asset_Type_3,2023-03-25,94
Source_7,Region_5,Asset_Type_2,2022-11-19,74
Source_5,Region_5,Asset_Type_3,2022-07-16,26
Source_9,Region_3,Asset_Type_2,2022-10-17,29
Source_2,Region_4,Asset_Type_1,2022-10-19,95
Source_9,Region_4,Asset_Type_2,2023-06-01,9
Source_6,Region_1,Asset_Type_2,2023-07-18,42
Source_10,Region_1,Asset_Type_2,2021-11-13,58
Source_2,Region_3,Asset_Type_1,2021-11-01,86
Source_10,Region_3,Asset_Type_2,2023-06-19,67
Source_7,Region_2,Asset_Type_1,2023-06-05,62
Source_2,Region_5,Asset_Type_1,2023-01-23,85
Source_9,Region_2,Asset_Type_3,2022-06-22,15
Source_3,Region_4,Asset_Type_3,2022-06-04,83
Source_1,Region_1,Asset_Type_3,2022-01-01,61
Source_1,Region_5,Asset_Type_2,2021-11-28,67
Source_6,Region_4,Asset_Type_1,2021-12-18,6
Source_6,Region_3,Asset_Type_2,2022-12-07,84
Source_5,Region_3,Asset_Type_2,2021-12-09,91
Source_2,Region_5,Asset_Type_2,2023-08-26,78
Source_1,Region_2,Asset_Type_2,2023-09-07,80
Source_8,Region_3,Asset_Type_1,2021-10-29,28
Source_10,Region_2,Asset_Type_3,2022-01-01,34
Source_10,Region_3,Asset_Type_3,2022-03-28,40
Source_6,Region_1,Asset_Type_2,2022-07-31,80
Source_1,Region_5,Asset_Type_2,2022-05-18,52
Source_4,Region_3,Asset_Type_3,2023-06-10,45
Source_2,Region_3,Asset_Type_1,2022-07-11,3
Source_5,Region_2,Asset_Type_1,2022-07-17,78
Source_1,Region_3,Asset_Type_2,2022-12-25,5
Source_7,Region_4,Asset_Type_2,2022-09-18,4
Source_3,Region_1,Asset_Type_3,2023-09-30,27
Source_9,Region_5,Asset_Type_2,2021-12-22,7
Source_4,Region_2,Asset_Type_2,2022-08-23,70
Source_1,Region_2,Asset_Type_3,2023-02-03,49
Source_9,Region_2,Asset_Type_1,2023-03-07,24
Source_8,Region_1,Asset_Type_1,2022-11-05,84
Source_10,Region_4,Asset_Type_3,2022-06-14,44
Source_7,Region_3,Asset_Type_2,2022-01-23,45
Source_1,Region_4,Asset_Type_3,2023-07-01,61
Source_10,Region_2,Asset_Type_1,2023-09-08,27
Source_5,Region_5,Asset_Type_2,2022-02-27,8
Source_7,Region_4,Asset_Type_1,2023-02-09,52
Source_3,Region_5,Asset_Type_3,2022-07-27,98
Source_4,Region_1,Asset_Type_2,2022-03-01,100
Source_10,Region_2,Asset_Type_3,2022-03-07,62
Source_2,Region_3,Asset_Type_1,2022-04-10,24
Source_7,Region_3,Asset_Type_1,2022-11-10,32
Source_4,Region_5,Asset_Type_1,2022-08-01,51
Source_1,Region_2,Asset_Type_2,2023-05-30,64
Source_4,Region_5,Asset_Type_3,2023-02-06,78
Source_5,Region_5,Asset_Type_3,2023-01-03,37
Source_2,Region_2,Asset_Type_2,2022-01-03,64
Source_2,Region_2,Asset_Type_1,2022-08-01,97
Source_5,Region_4,Asset_Type_2,2021-11-28,83
Source_7,Region_5,Asset_Type_1,2022-12-17,2
Source_8,Region_1,Asset_Type_3,2023-01-05,35
Source_2,Region_5,Asset_Type_2,2022-02-17,19
Source_5,Region_5,Asset_Type_2,2022-03-25,68
Source_2,Region_1,Asset_Type_3,2022-02-20,43
Source_7,Region_4,Asset_Type_1,2023-03-19,57
Source_4,Region_4,Asset_Type_1,2023-07-09,12
Source_4,Region_1,Asset_Type_2,2023-03-29,44
Source_4,Region_3,Asset_Type_3,2022-10-11,69
Source_3,Region_3,Asset_Type_3,2022-09-04,69
Source_10,Region_2,Asset_Type_2,2022-04-22,64
Source_4,Region_2,Asset_Type_1,2023-01-28,9
Source_8,Region_5,Asset_Type_1,2022-05-02,72
Source_7,Region_5,Asset_Type_3,2022-01-19,54
Source_9,Region_3,Asset_Type_3,2023-04-06,9
Source_9,Region_4,Asset_Type_2,2023-06-08,99
Source_10,Region_3,Asset_Type_1,2023-08-19,63
Source_5,Region_4,Asset_Type_2,2023-09-29,93
Source_7,Region_2,Asset_Type_3,2023-08-07,39
Source_4,Region_2,Asset_Type_2,2023-03-03,46
Source_1,Region_4,Asset_Type_2,2023-03-22,31
Source_10,Region_1,Asset_Type_2,2022-04-04,45
Source_6,Region_2,Asset_Type_3,2022-01-30,90
Source_6,Region_5,Asset_Type_1,2022-02-04,53
Source_3,Region_2,Asset_Type_2,2022-04-21,14
Source_7,Region_1,Asset_Type_3,2023-03-07,82
Source_1,Region_3,Asset_Type_2,2023-10-01,25
Source_9,Region_2,Asset_Type_1,2021-10-10,9
Source_7,Region_4,Asset_Type_2,2022-04-08,74
Source_8,Region_4,Asset_Type_1,2022-02-12,96
Source_3,Region_2,Asset_Type_1,2021-12-23,44
Source_1,Region_3,Asset_Type_1,2023-08-14,60
Source_10,Region_5,Asset_Type_1,2022-08-25,46
Source_3,Region_4,Asset_Type_3,2023-07-27,91
Source_3,Region_1,Asset_Type_3,2023-03-20,24
Source_9,Region_3,Asset_Type_1,2023-07-12,72
Source_3,Region_5,Asset_Type_3,2023-08-06,40
Source_9,Region_5,Asset_Type_2,2021-10-16,8
Source_1,Region_1,Asset_Type_1,2023-07-05,97
Source_4,Region_4,Asset_Type_1,2022-03-19,36
Source_1,Region_3,Asset_Type_3,2023-01-01,50
Source_1,Region_3,Asset_Type_1,2023-05-06,69
Source_6,Region_1,Asset_Type_2,2022-06-23,98
Source_10,Region_3,Asset_Type_1,2023-06-17,33
Source_7,Region_2,Asset_Type_1,2021-11-21,3
Source_9,Region_4,Asset_Type_3,2022-09-30,27
Source_3,Region_4,Asset_Type_1,2023-08-02,82
Source_5,Region_5,Asset_Type_3,2023-06-18,32
Source_10,Region_2,Asset_Type_1,2023-06-20,45
Source_8,Region_3,Asset_Type_3,2023-04-30,88
Source_6,Region_4,Asset_Type_1,2023-06-02,43
Source_6,Region_2,Asset_Type_1,2022-07-17,44
Source_8,Region_3,Asset_Type_3,2022-08-11,30
Source_8,Region_2,Asset_Type_1,2022-12-02,46
Source_3,Region_1,Asset_Type_2,2021-12-27,53
Source_9,Region_1,Asset_Type_2,2023-03-22,95
Source_1,Region_2,Asset_Type_3,2023-08-20,62
Source_6,Region_2,Asset_Type_1,2022-02-02,45
Source_3,Region_5,Asset_Type_3,2022-09-11,89
Source_1,Region_3,Asset_Type_2,2022-03-21,5
Source_4,Region_1,Asset_Type_2,2023-04-11,52
Source_9,Region_1,Asset_Type_1,2023-04-22,98
Source_5,Region_2,Asset_Type_3,2023-07-26,87
Source_6,Region_1,Asset_Type_2,2023-03-22,43
Source_7,Region_5,Asset_Type_1,2023-02-10,8
Source_4,Region_2,Asset_Type_2,2023-04-05,87
Source_6,Region_5,Asset_Type_3,2023-06-25,26
Source_10,Region_5,Asset_Type_1,2022-12-23,92
Source_9,Region_3,Asset_Type_2,2022-09-19,57
Source_5,Region_2,Asset_Type_3,2023-09-23,98
Source_1,Region_4,Asset_Type_3,2021-12-05,29
Source_1,Region_1,Asset_Type_1,2021-11-07,97
Source_4,Region_2,Asset_Type_3,2021-11-08,31
Source_8,Region_5,Asset_Type_3,2022-04-27,36
Source_1,Region_3,Asset_Type_1,2022-05-28,92
Source_3,Region_2,Asset_Type_1,2022-12-30,21
Source_5,Region_1,Asset_Type_2,2022-04-13,98
Source_4,Region_4,Asset_Type_3,2022-10-22,98
Source_3,Region_2,Asset_Type_2,2023-07-10,6
Source_2,Region_3,Asset_Type_3,2023-03-17,1
Source_9,Region_1,Asset_Type_2,2023-09-12,19
Source_6,Region_4,Asset_Type_2,2023-05-28,51
Source_5,Region_1,Asset_Type_3,2023-09-09,97
Source_2,Region_5,Asset_Type_1,2022-02-01,87
Source_2,Region_2,Asset_Type_2,2021-10-23,51
Source_8,Region_2,Asset_Type_3,2023-07-29,31
Source_10,Region_2,Asset_Type_1,2022-05-18,86
Source_9,Region_5,Asset_Type_2,2022-06-15,43
Source_4,Region_4,Asset_Type_3,2022-11-04,77
Source_8,Region_4,Asset_Type_3,2021-10-13,79
Source_3,Region_3,Asset_Type_2,2022-12-23,82
Source_9,Region_1,Asset_Type_3,2022-05-07,90
Source_4,Region_1,Asset_Type_2,2022-05-22,54
Source_10,Region_1,Asset_Type_1,2022-10-14,85
Source_1,Region_1,Asset_Type_1,2023-02-11,1
Source_1,Region_3,Asset_Type_2,2022-06-11,94
Source_8,Region_5,Asset_Type_2,2022-06-03,32
Source_6,Region_1,Asset_Type_2,2023-01-18,7
Source_10,Region_3,Asset_Type_2,2022-03-19,10
Source_10,Region_1,Asset_Type_2,2023-05-01,10
Source_8,Region_4,Asset_Type_1,2022-10-10,44
Source_4,Region_5,Asset_Type_3,2023-05-19,19
Source_2,Region_4,Asset_Type_2,2022-05-23,68
Source_2,Region_1,Asset_Type_3,2022-04-23,58
Source_2,Region_2,Asset_Type_2,2023-04-10,62
Source_6,Region_5,Asset_Type_3,2023-05-14,60
Source_8,Region_2,Asset_Type_3,2023-08-09,77
Source_8,Region_2,Asset_Type_3,2022-12-30,35
Source_10,Region_5,Asset_Type_2,2022-10-10,57
Source_3,Region_3,Asset_Type_1,2023-04-14,36
Source_8,Region_1,Asset_Type_1,2023-01-22,40
Source_6,Region_5,Asset_Type_3,2023-04-27,49
Source_10,Region_3,Asset_Type_2,2022-04-24,28
Source_2,Region_2,Asset_Type_2,2023-04-24,60
Source_2,Region_3,Asset_Type_2,2022-06-07,37
Source_8,Region_4,Asset_Type_3,2023-07-26,26
Source_10,Region_2,Asset_Type_1,2022-11-02,86
Source_10,Region_1,Asset_Type_1,2023-06-01,79
Source_4,Region_4,Asset_Type_3,2023-09-10,11
Source_5,Region_3,Asset_Type_3,2021-10-13,76
Source_7,Region_3,Asset_Type_2,2023-08-04,15
Source_2,Region_1,Asset_Type_1,2023-09-22,81
Source_6,Region_3,Asset_Type_1,2023-05-27,28
Source_2,Region_1,Asset_Type_3,2023-03-24,9
Source_7,Region_5,Asset_Type_2,2022-06-01,73
Source_7,Region_2,Asset_Type_1,2022-01-14,67
Source_9,Region_5,Asset_Type_3,2021-10-04,40
Source_5,Region_2,Asset_Type_1,2022-03-05,80
Source_3,Region_5,Asset_Type_1,2022-08-19,64
Source_6,Region_2,Asset_Type_1,2022-04-05,58
Source_6,Region_5,Asset_Type_1,2021-11-22,44
Source_9,Region_5,Asset_Type_3,2021-11-21,28
Source_10,Region_1,Asset_Type_2,2023-06-12,5
Source_7,Region_2,Asset_Type_3,2022-12-21,58
Source_5,Region_2,Asset_Type_1,2021-11-14,48
Source_2,Region_1,Asset_Type_3,2022-04-30,54
Source_6,Region_4,Asset_Type_2,2023-01-03,59
Source_1,Region_3,Asset_Type_3,2022-08-06,71
Source_5,Region_1,Asset_Type_2,2023-02-19,18
Source_6,Region_5,Asset_Type_1,2023-06-09,94
Source_10,Region_2,Asset_Type_2,2022-04-25,31
Source_2,Region_5,Asset_Type_1,2022-04-25,59
Source_9,Region_3,Asset_Type_3,2022-07-03,95
Source_6,Region_4,Asset_Type_1,2022-03-31,66
Source_8,Region_3,Asset_Type_2,2022-02-05,73
Source_1,Region_5,Asset_Type_1,2022-04-14,10
Source_10,Region_4,Asset_Type_2,2023-04-24,33
Source_9,Region_5,Asset_Type_1,2021-10-23,89
Source_9,Region_1,Asset_Type_1,2023-09-06,32
Source_2,Region_5,Asset_Type_2,2022-07-13,39
Source_5,Region_2,Asset_Type_3,2022-12-07,47
Source_4,Region_3,Asset_Type_3,2022-11-06,13
Source_9,Region_5,Asset_Type_1,2023-09-24,59
Source_2,Region_2,Asset_Type_2,2023-01-08,28
Source_3,Region_5,Asset_Type_2,2023-08-12,32
Source_8,Region_3,Asset_Type_2,2022-04-08,86
Source_10,Region_3,Asset_Type_2,2022-07-28,55
Source_3,Region_2,Asset_Type_2,2023-09-19,71
Source_1,Region_3,Asset_Type_2,2022-07-22,75
Source_8,Region_3,Asset_Type_1,2022-12-14,27
Source_9,Region_5,Asset_Type_2,2023-07-23,78
Source_7,Region_4,Asset_Type_2,2023-03-26,39
Source_1,Region_1,Asset_Type_2,2021-10-28,99
Source_9,Region_5,Asset_Type_2,2022-04-12,13
Source_7,Region_3,Asset_Type_3,2022-03-25,68
Source_2,Region_4,Asset_Type_3,2021-11-30,96
Source_5,Region_3,Asset_Type_2,2023-04-11,95
Source_5,Region_1,Asset_Type_1,2021-11-14,97
Source_1,Region_2,Asset_Type_3,2023-02-10,89
Source_4,Region_3,Asset_Type_2,2022-05-02,49
Source_5,Region_1,Asset_Type_2,2023-09-15,94
Source_6,Region_3,Asset_Type_1,2022-05-09,26
Source_8,Region_1,Asset_Type_3,2023-04-11,12
Source_1,Region_1,Asset_Type_1,2023-04-29,28
Source_9,Region_4,Asset_Type_1,2023-08-09,68
Source_10,Region_4,Asset_Type_1,2023-05-07,70
Source_9,Region_5,Asset_Type_3,2022-07-27,51
Source_6,Region_2,Asset_Type_1,2023-01-08,5
Source_8,Region_3,Asset_Type_3,2021-11-08,70
Source_2,Region_1,Asset_Type_1,2022-10-16,88
Source_6,Region_5,Asset_Type_1,2022-11-30,82
Source_5,Region_2,Asset_Type_3,2021-12-24,85
Source_7,Region_1,Asset_Type_1,2022-05-25,72
Source_3,Region_4,Asset_Type_1,2023-04-23,18
Source_9,Region_5,Asset_Type_1,2023-02-08,17
Source_5,Region_3,Asset_Type_3,2022-07-26,73
Source_4,Region_4,Asset_Type_2,2021-10-07,38
Source_2,Region_2,Asset_Type_3,2021-12-18,43
Source_10,Region_1,Asset_Type_2,2023-03-18,91
Source_2,Region_5,Asset_Type_2,2022-08-21,89
Source_2,Region_1,Asset_Type_3,2023-08-11,53
Source_10,Region_4,Asset_Type_1,2021-11-10,91
Source_8,Region_2,Asset_Type_1,2022-06-19,66
Source_10,Region_3,Asset_Type_1,2021-10-16,9
Source_7,Region_4,Asset_Type_3,2022-09-10,69
Source_7,Region_2,Asset_Type_3,2022-09-22,56
Source_7,Region_1,Asset_Type_1,2022-05-24,17
Source_7,Region_5,Asset_Type_2,2022-04-29,100
Source_5,Region_3,Asset_Type_1,2021-10-22,26
Source_8,Region_1,Asset_Type_2,2022-02-20,57
Source_1,Region_5,Asset_Type_1,2023-07-17,32
Source_4,Region_5,Asset_Type_3,2022-01-31,62
Source_8,Region_1,Asset_Type_3,2023-05-22,66
Source_2,Region_1,Asset_Type_1,2022-02-20,33
Source_6,Region_4,Asset_Type_3,2022-05-14,84
Source_5,Region_5,Asset_Type_1,2023-05-14,44
Source_9,Region_4,Asset_Type_2,2023-03-25,38
Source_7,Region_2,Asset_Type_3,2022-08-04,15
Source_3,Region_5,Asset_Type_2,2022-05-28,56
Source_3,Region_5,Asset_Type_1,2022-02-04,7
Source_10,Region_1,Asset_Type_3,2022-03-05,72
Source_2,Region_5,Asset_Type_3,2022-08-04,78
Source_6,Region_2,Asset_Type_3,2021-10-29,4
Source_2,Region_1,Asset_Type_2,2022-01-23,14
Source_5,Region_4,Asset_Type_1,2022-03-21,15
Source_10,Region_2,Asset_Type_1,2023-09-18,50
Source_7,Region_3,Asset_Type_1,2021-10-23,75
Source_10,Region_3,Asset_Type_1,2021-10-22,56
Source_10,Region_2,Asset_Type_3,2022-06-19,53
Source_10,Region_2,Asset_Type_3,2023-09-24,14
Source_3,Region_1,Asset_Type_2,2022-11-01,67
Source_10,Region_4,Asset_Type_1,2023-04-28,41
Source_8,Region_1,Asset_Type_1,2022-03-17,47
Source_8,Region_1,Asset_Type_3,2022-04-28,70
Source_1,Region_1,Asset_Type_3,2022-03-30,89
Source_4,Region_3,Asset_Type_1,2023-09-28,16
Source_6,Region_4,Asset_Type_2,2023-04-23,100
Source_7,Region_5,Asset_Type_3,2022-05-20,53
Source_9,Region_1,Asset_Type_2,2022-03-25,32
Source_10,Region_2,Asset_Type_2,2023-09-02,30
Source_10,Region_4,Asset_Type_2,2022-06-25,12
Source_1,Region_1,Asset_Type_1,2023-01-23,19
Source_8,Region_4,Asset_Type_1,2022-02-06,63
Source_10,Region_4,Asset_Type_2,2023-06-25,69
Source_9,Region_3,Asset_Type_3,2022-08-23,89
Source_9,Region_5,Asset_Type_1,2022-02-04,75
Source_3,Region_3,Asset_Type_1,2022-06-02,29
Source_9,Region_2,Asset_Type_2,2022-08-26,21
Source_6,Region_2,Asset_Type_1,2022-06-19,73
Source_5,Region_1,Asset_Type_1,2022-06-17,10
Source_2,Region_3,Asset_Type_1,2022-10-03,75
Source_7,Region_1,Asset_Type_2,2021-12-04,37
Source_3,Region_5,Asset_Type_2,2023-04-09,1
Source_7,Region_2,Asset_Type_2,2022-11-05,53
Source_5,Region_1,Asset_Type_1,2023-02-07,41
Source_9,Region_2,Asset_Type_2,2022-07-24,65
Source_4,Region_5,Asset_Type_2,2022-07-10,99
Source_6,Region_4,Asset_Type_1,2022-03-13,34
Source_1,Region_4,Asset_Type_1,2022-05-17,93
Source_2,Region_4,Asset_Type_1,2022-03-10,70
Source_1,Region_5,Asset_Type_3,2022-08-27,52
Source_7,Region_2,Asset_Type_1,2022-08-16,61
Source_1,Region_5,Asset_Type_3,2022-09-10,26
Source_8,Region_5,Asset_Type_3,2022-01-15,88
Source_5,Region_1,Asset_Type_2,2022-08-03,14
Source_3,Region_5,Asset_Type_2,2023-01-03,80
Source_7,Region_5,Asset_Type_2,2023-02-02,8
Source_10,Region_1,Asset_Type_1,2023-03-28,92
Source_9,Region_1,Asset_Type_2,2023-02-25,23
Source_6,Region_3,Asset_Type_1,2023-10-03,42
Source_2,Region_1,Asset_Type_3,2023-06-14,39
Source_10,Region_4,Asset_Type_2,2023-02-15,58
Source_3,Region_3,Asset_Type_2,2022-10-04,24
Source_1,Region_3,Asset_Type_2,2023-04-01,13
Source_8,Region_3,Asset_Type_3,2023-03-02,88
Source_3,Region_1,Asset_Type_3,2023-06-30,48
Source_6,Region_5,Asset_Type_2,2022-10-15,60
Source_1,Region_2,Asset_Type_1,2022-07-13,2
Source_8,Region_2,Asset_Type_3,2023-08-04,75
Source_3,Region_3,Asset_Type_3,2022-03-12,51
Source_5,Region_3,Asset_Type_1,2023-04-15,59
Source_10,Region_1,Asset_Type_3,2022-05-11,60
Source_3,Region_2,Asset_Type_3,2023-04-12,70
Source_1,Region_3,Asset_Type_1,2022-09-08,79
Source_5,Region_1,Asset_Type_1,2023-01-24,23
Source_2,Region_4,Asset_Type_1,2023-06-29,57
Source_9,Region_1,Asset_Type_2,2023-03-27,68
Source_10,Region_1,Asset_Type_1,2023-01-07,70
Source_1,Region_1,Asset_Type_3,2023-07-13,66
Source_3,Region_4,Asset_Type_3,2022-12-12,75
Source_6,Region_4,Asset_Type_2,2022-03-13,1
Source_9,Region_4,Asset_Type_3,2022-02-07,27
Source_10,Region_4,Asset_Type_2,2023-09-07,51
Source_8,Region_4,Asset_Type_3,2023-06-21,34
Source_10,Region_1,Asset_Type_1,2023-05-19,70
Source_8,Region_3,Asset_Type_3,2022-12-30,89
Source_7,Region_5,Asset_Type_3,2022-02-14,56
Source_5,Region_2,Asset_Type_3,2023-01-12,35
Source_7,Region_3,Asset_Type_1,2022-09-28,63
Source_5,Region_2,Asset_Type_3,2023-02-06,41
Source_5,Region_1,Asset_Type_3,2022-02-22,46
Source_7,Region_5,Asset_Type_2,2022-05-29,68
Source_7,Region_4,Asset_Type_3,2023-09-17,8
Source_7,Region_3,Asset_Type_1,2021-12-01,56
Source_1,Region_2,Asset_Type_1,2022-01-04,57
Source_5,Region_3,Asset_Type_2,2022-05-13,91
Source_7,Region_2,Asset_Type_2,2022-08-27,57
Source_1,Region_5,Asset_Type_1,2023-06-27,94
Source_4,Region_5,Asset_Type_3,2023-05-27,81
Source_9,Region_2,Asset_Type_2,2023-08-16,23
Source_10,Region_5,Asset_Type_2,2022-03-18,12
Source_8,Region_2,Asset_Type_3,2021-10-27,3
Source_1,Region_2,Asset_Type_2,2023-05-18,58
Source_5,Region_5,Asset_Type_3,2022-04-14,33
Source_4,Region_1,Asset_Type_3,2023-08-31,44
Source_8,Region_3,Asset_Type_2,2023-09-13,71
Source_5,Region_1,Asset_Type_1,2022-10-23,10
Source_1,Region_3,Asset_Type_1,2022-09-09,96
Source_5,Region_4,Asset_Type_1,2022-06-25,49
Source_10,Region_5,Asset_Type_1,2022-12-26,67
Source_5,Region_5,Asset_Type_1,2022-05-19,42
Source_4,Region_4,Asset_Type_1,2021-12-09,89
Source_8,Region_3,Asset_Type_2,2021-11-25,52
Source_6,Region_5,Asset_Type_1,2023-06-08,89
Source_3,Region_2,Asset_Type_3,2023-01-17,67
Source_2,Region_3,Asset_Type_2,2021-12-26,54
Source_4,Region_3,Asset_Type_2,2022-08-16,82
Source_1,Region_3,Asset_Type_3,2022-01-14,19
Source_7,Region_2,Asset_Type_1,2022-05-10,22
Source_3,Region_3,Asset_Type_2,2022-01-01,23
Source_2,Region_3,Asset_Type_1,2021-11-30,31
Source_7,Region_1,Asset_Type_3,2022-07-16,46
Source_9,Region_5,Asset_Type_1,2023-06-12,19
Source_9,Region_2,Asset_Type_1,2022-12-30,82
Source_5,Region_1,Asset_Type_1,2022-04-01,33
Source_1,Region_4,Asset_Type_1,2022-01-29,37
Source_1,Region_1,Asset_Type_1,2023-03-28,26
Source_4,Region_4,Asset_Type_2,2021-12-31,8
Source_6,Region_2,Asset_Type_1,2023-09-17,20
Source_5,Region_1,Asset_Type_1,2021-12-10,74
Source_7,Region_5,Asset_Type_1,2023-04-13,10
Source_2,Region_5,Asset_Type_2,2022-11-19,85
Source_5,Region_1,Asset_Type_1,2022-12-18,51
Source_2,Region_1,Asset_Type_2,2022-05-02,73
Source_1,Region_4,Asset_Type_3,2022-02-23,2
Source_2,Region_1,Asset_Type_2,2021-11-01,59
Source_6,Region_4,Asset_Type_2,2023-01-09,28
Source_5,Region_3,Asset_Type_3,2022-04-12,31
Source_1,Region_1,Asset_Type_2,2021-11-16,30
Source_9,Region_1,Asset_Type_1,2023-07-10,30
Source_1,Region_5,Asset_Type_2,2023-02-15,25
Source_4,Region_5,Asset_Type_2,2023-08-04,36
Source_5,Region_5,Asset_Type_1,2022-01-19,42
Source_5,Region_4,Asset_Type_3,2022-01-21,32
Source_9,Region_5,Asset_Type_2,2022-02-15,55
Source_8,Region_2,Asset_Type_1,2022-03-16,63
Source_2,Region_5,Asset_Type_3,2022-01-07,62
Source_2,Region_4,Asset_Type_3,2021-10-06,62
Source_5,Region_4,Asset_Type_2,2022-03-24,31
Source_3,Region_2,Asset_Type_3,2022-03-12,19
Source_2,Region_5,Asset_Type_3,2023-09-21,14
